"","pval","qval"
"Gene1",0.690082838715108,0.983705792176727
"Gene9350",0.983705380991874,0.983705792176727
"Gene9352",0.983705495124725,0.983705792176727
"Gene9353",0.632051171418574,0.983705792176727
"Gene9354",0.983705297800573,0.983705792176727
"Gene9357",0.724700874370702,0.983705792176727
"Gene9359",0.411752394104858,0.983705792176727
"Gene9360",0.304015600260794,0.983705792176727
"Gene9362",0.444496860458593,0.983705792176727
"Gene9365",0.44347845482819,0.983705792176727
"Gene9366",0.983705520586367,0.983705792176727
"Gene9367",0.553940481724468,0.983705792176727
"Gene9368",0.983705469401137,0.983705792176727
"Gene9369",0.983705447647351,0.983705792176727
"Gene9370",0.147066809054106,0.983705792176727
"Gene9371",0.983705580142075,0.983705792176727
"Gene9349",0.450371544717192,0.983705792176727
"Gene9347",0.983705553934339,0.983705792176727
"Gene9346",0.314609333414486,0.983705792176727
"Gene9345",0.131917293386098,0.983705792176727
"Gene9326",0.98370540526774,0.983705792176727
"Gene9328",0.983705577060377,0.983705792176727
"Gene9330",0.983705427505477,0.983705792176727
"Gene9331",0.983705482789121,0.983705792176727
"Gene9332",0.428094064639838,0.983705792176727
"Gene9333",0.983705333288372,0.983705792176727
"Gene9335",0.983705377834727,0.983705792176727
"Gene9372",0.983705484192306,0.983705792176727
"Gene9336",0.983705405116765,0.983705792176727
"Gene9338",0.983705493126517,0.983705792176727
"Gene9339",0.655389607915896,0.983705792176727
"Gene9340",0.983705387461586,0.983705792176727
"Gene9341",0.983705410036773,0.983705792176727
"Gene9342",0.983705448153563,0.983705792176727
"Gene9343",0.983705390854079,0.983705792176727
"Gene9344",0.983705531114728,0.983705792176727
"Gene9337",0.171811896053138,0.983705792176727
"Gene9324",0.983705390170252,0.983705792176727
"Gene9373",0.983705311858918,0.983705792176727
"Gene9375",0.983705391093863,0.983705792176727
"Gene9412",0.983705430791407,0.983705792176727
"Gene9413",0.520291241564711,0.983705792176727
"Gene9415",0.983705556332199,0.983705792176727
"Gene9416",0.983705329238709,0.983705792176727
"Gene9417",0.130910084710036,0.983705792176727
"Gene9419",0.127331229393552,0.983705792176727
"Gene9420",0.613409626397442,0.983705792176727
"Gene9422",0.983705442682928,0.983705792176727
"Gene9423",0.983705402052862,0.983705792176727
"Gene9425",0.545752996579629,0.983705792176727
"Gene9428",0.983705332582345,0.983705792176727
"Gene9429",0.983705379841802,0.983705792176727
"Gene9431",0.983705364442389,0.983705792176727
"Gene9432",0.878458143037886,0.983705792176727
"Gene9433",0.420593488136321,0.983705792176727
"Gene9408",0.042119404125475,0.983705792176727
"Gene9406",0.88877801225254,0.983705792176727
"Gene9404",0.983705316321535,0.983705792176727
"Gene9403",0.425628244251404,0.983705792176727
"Gene9378",0.56446829178159,0.983705792176727
"Gene9379",0.98370537519711,0.983705792176727
"Gene9383",0.983705292720744,0.983705792176727
"Gene9386",0.983705475959693,0.983705792176727
"Gene9387",0.983705328661454,0.983705792176727
"Gene9388",0.983705487371677,0.983705792176727
"Gene9389",0.281657147917944,0.983705792176727
"Gene9374",0.732259061851699,0.983705792176727
